,gender,age,household_income,degree,school_degree,parking_strategy,survey_income_interval,income_group
734,2,25,1998,6,3,5,6,0
735,2,57,23577,0,3,5,4,2
736,2,69,21904,9,4,3,3,2
737,2,89,11050,12,6,5,2,2
738,1,45,15862,5,0,7,7,2
739,2,88,11188,2,2,7,1,2
740,2,51,25620,9,3,4,6,2
741,1,59,9284,0,3,7,7,2
742,2,44,24706,9,3,3,2,2
743,2,26,17596,9,3,3,1,2
744,2,43,17417,6,0,5,1,2
745,1,32,15596,0,5,7,2,2
746,2,30,13442,8,0,7,1,2
747,1,14,4300,7,3,3,7,1
748,2,71,10620,3,1,4,3,2
749,2,96,5506,7,1,5,2,1
750,2,61,3491,1,0,7,6,1
751,2,1,3105,2,2,7,1,1
752,1,47,11634,11,0,4,7,2
753,1,43,25118,2,6,4,6,2
754,1,90,8808,1,6,4,1,2
755,2,15,14452,4,2,5,2,2
756,2,68,24081,5,0,4,1,2
757,1,74,3021,10,6,7,1,1
758,1,85,10906,8,3,7,6,2
759,2,39,11405,3,6,5,5,2
760,1,94,17425,2,6,4,3,2
761,1,86,20767,7,1,5,7,2
762,2,0,26373,7,2,5,1,2
763,1,81,3523,12,6,3,7,1
764,1,58,769,4,4,5,6,0
765,2,12,19244,1,3,5,7,2
766,1,91,23354,11,3,4,5,2
767,2,43,11541,1,3,5,2,2
768,1,54,20523,11,4,3,5,2
769,1,47,27029,4,5,5,4,2
770,2,22,777,10,2,5,2,0
771,2,31,7637,11,5,7,7,2
772,2,34,3239,5,1,3,2,1
773,2,98,2430,6,5,4,7,1
774,1,42,18522,9,4,3,2,2
775,1,68,14175,7,1,5,1,2
776,2,62,26549,12,3,7,3,2
777,2,36,12355,3,6,4,1,2
778,1,83,568,6,2,5,6,0
779,1,44,26328,0,3,3,3,2
780,2,81,20429,6,0,4,5,2
781,2,70,9252,2,6,4,1,2
782,2,6,1109,2,0,4,7,0
783,1,48,13391,3,6,5,1,2
784,2,9,9411,8,0,5,7,2
785,1,28,19902,3,3,4,3,2
786,2,77,13357,3,2,7,1,2
787,2,56,25782,5,2,4,3,2
788,1,9,759,10,4,5,1,0
789,2,85,10875,11,3,5,4,2
790,2,66,15501,8,4,5,1,2
791,2,9,1343,8,5,5,4,0
792,1,36,4483,10,0,4,2,1
793,1,28,16997,4,5,7,1,2
794,2,64,427,12,3,3,4,0
795,2,74,12465,4,4,4,3,2
796,2,13,25789,5,2,3,6,2
797,1,2,9340,6,3,5,1,2
798,2,37,20517,10,2,3,3,2
799,2,71,12853,2,4,3,1,2
800,1,87,12200,4,4,4,5,2
801,2,94,2556,12,3,7,7,1
802,1,81,3477,4,2,7,6,1
803,2,3,11913,9,4,4,7,2
804,2,98,22452,2,2,7,6,2
805,1,80,10112,9,4,4,6,2
806,1,82,22403,11,1,4,5,2
807,2,50,2163,8,1,7,1,0
808,2,61,764,12,0,5,2,0
809,1,82,26036,6,0,4,5,2
810,1,28,19805,3,2,7,5,2
811,1,35,27209,6,6,3,7,2
812,2,53,11443,11,4,3,5,2
813,2,26,7210,3,2,4,6,2
814,2,42,16214,12,2,7,7,2
815,2,46,677,9,6,7,6,0
816,2,69,14302,0,5,4,4,2
817,1,28,23017,9,2,3,1,2
818,2,43,9367,8,4,4,1,2
819,2,83,26275,2,5,4,7,2
820,2,62,3842,5,2,3,6,1
821,2,74,8967,5,1,3,6,2
822,2,74,12360,12,5,5,2,2
823,1,9,15872,4,5,5,7,2
824,1,91,1183,3,3,3,4,0
825,1,99,10767,3,4,3,2,2
826,1,75,16099,7,4,4,7,2
827,1,96,24651,0,6,3,5,2
828,2,38,4432,10,0,7,5,1
829,2,31,9207,10,5,4,5,2
830,1,22,12401,6,0,7,3,2
831,1,91,20031,2,2,3,2,2
832,1,57,10211,3,2,7,4,2
833,1,21,20458,7,1,3,7,2
834,1,97,15781,8,1,4,3,2
835,1,61,20470,6,2,4,4,2
836,1,41,27124,9,5,3,1,2
837,1,99,6031,7,3,4,6,2
838,2,41,5847,10,2,4,7,1
839,2,23,26711,4,5,5,5,2
840,2,52,25060,1,5,3,4,2
841,1,23,26691,9,1,4,6,2
842,1,72,4010,12,5,4,4,1
843,1,41,17207,8,6,7,6,2
844,1,60,26222,7,1,3,4,2
845,2,47,3322,5,2,5,5,1
846,2,15,26272,9,1,3,2,2
847,1,36,14191,8,3,7,3,2
848,2,65,7142,12,5,7,2,2
849,1,94,16277,3,1,7,6,2
850,1,42,25344,9,5,4,7,2
851,1,0,1571,7,4,5,7,0
852,1,83,12430,1,3,7,4,2
853,1,6,1369,11,0,7,3,0
854,2,93,27015,12,1,5,6,2
855,2,67,6178,3,6,7,3,2
856,2,31,6161,6,3,4,4,2
857,2,29,23019,11,5,7,6,2
858,1,16,3395,6,3,4,7,1
859,2,67,19172,3,4,3,7,2
860,2,26,13633,8,3,3,2,2
861,2,6,15345,6,1,3,6,2
862,2,11,16837,1,4,5,6,2
863,1,81,19243,10,5,4,6,2
864,1,55,7667,6,4,3,7,2
865,1,43,10067,1,0,5,6,2
866,1,67,2366,4,6,5,2,1
867,1,20,26421,6,3,4,6,2
868,2,91,20588,6,5,7,3,2
869,1,92,2002,12,1,3,4,0
870,2,14,7572,9,6,3,3,2
871,2,14,21341,3,3,7,4,2
872,1,80,6308,1,2,7,2,2
873,1,99,19372,9,1,7,2,2
874,1,63,19824,2,6,7,2,2
875,1,43,12717,0,3,3,4,2
876,1,27,1522,3,1,4,1,0
877,2,87,10798,5,5,5,4,2
878,2,20,23003,12,2,7,7,2
879,1,23,1062,8,3,3,7,0
880,2,34,16808,12,1,3,2,2
881,2,32,7350,2,6,3,2,2
882,1,65,6487,9,5,5,6,2
883,1,22,16306,9,6,7,3,2
884,1,21,7992,9,0,7,3,2
885,2,57,14371,4,5,7,6,2
886,2,68,21893,4,2,4,3,2
887,1,45,19961,7,2,5,6,2
888,1,39,8493,2,2,3,5,2
889,2,24,1228,4,1,4,3,0
890,2,86,6011,0,3,5,7,2
891,2,17,25431,9,1,7,5,2
892,1,52,7504,12,6,7,6,2
893,1,90,9210,2,4,3,7,2
894,2,8,23679,10,1,7,3,2
895,1,5,26950,4,5,3,4,2
896,2,97,17105,2,2,4,6,2
897,1,86,13386,6,0,5,3,2
898,2,82,622,2,6,5,3,0
899,1,10,20576,8,1,5,2,2
900,1,62,18668,7,2,4,6,2
901,1,29,15275,11,2,5,6,2
902,1,11,18261,9,2,3,6,2
903,2,30,5510,11,6,5,3,1
904,2,71,5396,6,5,3,5,1
905,2,58,19247,3,2,4,1,2
906,1,94,10725,7,2,4,4,2
907,1,42,15427,5,5,5,3,2
908,1,85,20124,7,5,5,6,2
909,1,71,20088,8,0,4,5,2
910,2,25,19473,10,3,4,4,2
911,2,54,23137,4,2,4,5,2
912,2,83,5675,6,1,4,6,1
913,2,25,23222,0,3,4,4,2
914,2,45,460,3,5,3,5,0
915,2,3,12976,10,2,4,5,2
916,1,84,8653,9,4,3,2,2
917,1,83,7577,1,2,3,1,2
918,2,37,15336,12,0,7,5,2
919,1,33,26037,9,1,5,1,2
920,2,60,6680,11,1,5,1,2
921,2,89,26215,3,6,5,2,2
922,1,7,9631,9,0,4,1,2
923,2,60,8451,3,3,7,2,2
924,1,37,10821,8,4,5,4,2
925,2,84,19976,0,3,7,6,2
926,2,98,19576,10,0,7,4,2
927,2,16,22311,1,2,4,5,2
928,2,45,21926,2,2,5,2,2
929,1,39,8230,5,0,3,5,2
930,2,33,24319,10,0,3,6,2
931,2,97,22092,0,3,7,7,2
932,1,65,17831,12,5,4,6,2
933,1,73,23417,2,1,3,4,2
934,2,87,14212,0,2,3,5,2
935,2,68,9288,6,3,5,3,2
936,1,24,22537,10,4,4,5,2
937,2,6,17318,8,1,7,2,2
938,1,97,17060,7,1,3,7,2
939,2,60,11539,2,3,5,7,2
940,1,88,25826,11,3,5,6,2
941,2,61,24759,5,0,5,3,2
942,1,59,2394,3,4,5,1,1
943,1,74,15239,2,4,5,4,2
944,1,29,24127,4,1,4,6,2
945,2,28,12316,4,6,5,5,2
946,1,24,14813,5,1,4,3,2
947,2,3,6159,10,2,5,5,2
948,1,82,6484,11,6,7,2,2
949,1,21,15732,9,4,4,2,2
950,2,6,2180,10,0,7,3,0
951,2,84,6872,12,5,3,3,2
952,2,21,16956,10,3,4,3,2
953,1,27,27164,3,3,5,4,2
954,1,26,1094,1,3,5,1,0
955,2,89,26392,11,0,4,3,2
956,2,64,26439,6,6,3,6,2
957,2,3,21624,12,6,5,7,2
958,2,53,2479,2,1,4,3,1
959,2,37,4964,9,4,4,1,1
960,2,7,23667,5,5,5,4,2
961,1,80,10873,5,0,5,5,2
962,2,75,9561,1,0,3,3,2
963,2,11,17690,8,0,5,7,2
964,2,2,12577,0,6,4,4,2
965,2,54,11258,6,1,7,4,2
966,1,5,9256,12,1,4,5,2
967,2,17,9607,3,4,4,3,2
968,2,78,26614,12,0,3,1,2
969,2,5,19736,3,1,5,6,2
970,1,78,21035,2,5,5,3,2
971,1,81,10364,2,4,3,4,2
972,2,30,22990,4,2,5,2,2
973,1,98,25020,0,3,7,3,2
974,2,3,16401,11,5,7,6,2
975,2,0,12867,5,0,4,2,2
976,2,93,13437,5,3,4,6,2
977,1,44,9728,12,5,4,4,2
978,2,44,2631,12,3,3,7,1
979,2,61,8436,9,1,7,1,2
980,2,0,4315,3,6,7,4,1
981,1,17,1956,0,6,4,1,0
982,1,29,23936,8,5,3,6,2
983,1,91,26471,2,3,4,6,2
984,2,34,3617,2,5,5,2,1
985,2,100,19101,10,0,7,3,2
986,1,59,21964,1,1,4,1,2
987,2,21,2627,11,6,3,1,1
988,1,63,786,10,3,4,5,0
989,1,94,21500,0,3,7,6,2
990,2,17,848,3,0,5,7,0
991,2,38,19023,7,1,5,1,2
992,2,79,6707,7,6,7,4,2
993,2,1,15783,4,2,4,6,2
994,2,15,5436,6,3,7,3,1
995,2,86,17589,11,0,3,3,2
996,2,17,10337,12,6,3,5,2
997,2,53,26659,3,2,4,4,2
998,1,22,8654,2,4,7,2,2
999,2,77,10215,12,0,3,6,2
1000,1,47,21375,3,5,5,5,2
1001,2,66,10887,10,1,4,7,2
1002,1,11,22093,10,3,3,6,2
1003,2,9,6687,6,4,4,5,2
1004,2,40,13545,3,2,5,1,2
1005,2,54,23594,10,3,5,1,2
1006,1,51,14725,11,4,5,1,2
1007,2,47,758,0,0,4,7,0
1008,1,4,19404,2,4,5,3,2
1009,1,10,8731,9,6,3,4,2
1010,2,6,14480,7,1,5,4,2
1011,2,44,8945,3,3,3,7,2
1012,2,72,2591,11,5,4,6,1
1013,1,8,15556,10,1,5,4,2
1014,2,72,20843,4,5,7,4,2
1015,1,18,11179,5,3,3,2,2
1016,1,2,21026,6,3,3,7,2
1017,1,69,23656,1,5,7,7,2
1018,2,93,7492,5,3,3,1,2
1019,1,100,5415,0,4,7,2,1
1020,2,29,6761,5,4,3,3,2
1021,2,27,1771,4,3,5,7,0
1022,2,17,15498,1,6,4,7,2
1023,2,58,24865,1,3,5,5,2
1024,2,11,18916,7,0,3,2,2
1025,1,49,2641,4,3,7,6,1
1026,2,72,13894,3,5,5,5,2
1027,2,88,1452,12,2,5,7,0
1028,2,3,26737,12,2,4,3,2
1029,1,11,17352,8,4,7,6,2
1030,1,57,26600,12,6,7,5,2
1031,2,50,460,5,4,7,5,0
1032,1,15,9387,5,6,3,2,2
1033,2,57,6836,1,2,5,6,2
1034,1,3,16120,6,1,7,1,2
1035,2,100,9577,10,1,5,2,2
1036,1,60,1677,10,6,7,7,0
1037,1,39,25953,0,2,4,6,2
1038,2,85,7774,7,3,7,2,2
1039,1,29,21857,4,0,7,5,2
1040,2,53,8201,12,2,4,4,2
1041,1,67,17381,7,4,5,6,2
1042,2,56,20975,8,5,7,3,2
1043,2,75,23959,0,1,7,5,2
1044,1,79,16048,2,0,4,1,2
1045,2,45,4617,3,5,3,5,1
1046,2,90,23843,6,3,3,4,2
1047,2,79,5607,11,6,4,4,1
1048,1,97,6230,8,5,5,4,2
1049,2,11,13442,11,3,4,4,2
1050,1,5,22461,5,3,7,7,2
1051,2,30,24921,6,5,7,1,2
1052,2,58,6720,12,4,5,6,2
1053,2,68,16837,7,1,4,3,2
1054,1,59,15783,4,1,5,3,2
1055,2,32,11279,12,3,4,5,2
1056,2,37,13604,1,1,7,7,2
1057,1,43,7382,12,0,7,5,2
1058,1,60,8714,9,3,5,3,2
1059,1,45,15997,8,4,4,6,2
1060,2,29,15030,9,6,7,7,2
1061,1,27,11490,0,6,7,7,2
1062,2,27,11309,10,6,4,3,2
1063,1,29,14811,8,2,5,5,2
1064,1,72,10506,8,4,5,6,2
1065,1,75,8892,2,0,5,7,2
1066,1,97,24183,5,6,3,5,2
1067,1,78,26392,9,6,5,7,2
1068,2,38,10433,12,5,5,1,2
1069,2,11,21095,7,4,7,5,2
1070,1,74,23509,6,6,4,4,2
1071,2,89,24485,7,5,5,5,2
1072,1,32,19782,3,6,3,3,2
1073,2,50,4909,10,3,7,6,1
1074,2,40,7962,1,2,5,2,2
1075,1,70,5781,10,6,5,7,1
1076,1,30,16338,4,2,3,5,2
1077,2,22,11526,12,5,3,3,2
1078,2,75,18580,1,3,7,2,2
1079,2,35,24918,10,4,3,6,2
1080,1,84,20800,4,4,5,1,2
1081,1,68,23315,9,4,4,5,2
1082,2,63,16699,10,6,3,5,2
1083,2,4,22275,12,5,5,2,2
1084,2,49,21181,1,4,7,7,2
1085,2,29,26870,6,5,4,4,2
1086,2,63,17074,7,0,7,7,2
1087,2,61,5139,5,4,5,4,1
1088,1,91,4844,2,2,4,2,1
1089,1,83,1877,6,1,7,6,0
1090,1,90,18435,3,3,5,7,2
1091,1,26,22001,10,2,7,3,2
1092,1,73,6963,2,6,3,2,2
1093,1,50,26439,5,3,5,3,2
1094,1,95,16639,5,0,4,1,2
1095,1,94,6544,12,3,5,3,2
1096,2,17,6523,6,1,4,2,2
1097,2,71,7663,8,5,3,2,2
1098,2,56,11351,1,3,7,3,2
1099,2,35,25212,10,1,4,4,2
1100,2,73,12182,7,5,7,5,2
1101,2,92,20975,3,2,5,6,2
1102,2,47,16008,4,2,5,1,2
1103,1,48,23763,5,1,4,3,2
1104,2,71,12023,7,5,3,6,2
1105,1,67,15730,0,1,5,2,2
1106,2,71,22065,6,3,7,7,2
1107,1,62,12948,5,3,5,4,2
1108,2,72,3070,12,1,5,4,1
1109,1,37,3014,10,3,3,4,1
1110,1,5,25082,7,1,7,5,2
1111,2,97,21042,1,1,4,2,2
1112,1,55,11295,1,6,5,5,2
1113,1,92,14662,9,4,5,4,2
1114,2,46,6515,12,3,5,5,2
1115,1,38,15617,4,1,3,6,2
1116,2,49,21277,4,2,5,6,2
1117,2,8,16691,8,4,5,6,2
1118,2,65,14772,5,1,4,6,2
1119,1,66,26304,7,0,4,1,2
1120,1,62,16848,11,2,7,2,2
1121,2,16,9860,11,3,4,7,2
1122,2,61,17277,0,0,7,7,2
1123,1,66,21482,2,0,4,4,2
1124,2,11,2939,7,0,7,1,1
1125,2,31,20497,1,1,7,3,2
1126,1,10,25334,10,2,5,1,2
1127,2,20,11032,12,5,3,1,2
1128,1,100,9321,11,5,7,5,2
1129,1,14,25506,10,6,3,5,2
1130,2,52,18710,8,0,5,2,2
1131,2,71,7300,6,3,7,1,2
1132,1,29,4434,0,3,7,2,1
1133,1,5,21264,6,4,3,2,2
1134,1,14,6884,5,1,5,2,2
1135,2,79,20096,9,3,3,4,2
1136,2,51,6581,4,3,3,5,2
1137,1,32,17687,2,4,4,6,2
1138,2,23,24131,11,0,4,5,2
1139,2,91,24521,5,5,4,1,2
1140,1,6,22011,1,3,5,4,2
1141,1,73,25107,11,4,5,5,2
1142,2,65,9307,3,5,4,4,2
1143,2,75,8812,5,3,5,5,2
1144,2,87,14701,0,0,5,6,2
1145,2,70,23830,6,2,4,3,2
1146,1,40,19574,1,5,4,7,2
1147,1,60,5218,10,0,4,1,1
1148,1,36,7748,5,3,3,7,2
1149,1,12,14807,10,0,4,6,2
1150,2,35,493,1,2,4,5,0
1151,2,62,10221,9,6,3,4,2
1152,1,69,4477,6,0,4,1,1
1153,2,62,5208,9,1,5,1,1
1154,2,58,3384,8,4,5,5,1
1155,1,76,20175,5,3,7,6,2
1156,2,18,11423,5,0,3,4,2
1157,2,0,7150,0,1,5,2,2
1158,2,1,22616,1,0,7,3,2
1159,1,84,3153,9,0,4,4,1
1160,2,77,20120,8,6,7,7,2
1161,1,90,26081,2,0,3,5,2
1162,1,21,22847,8,0,4,3,2
1163,2,78,13434,4,2,3,1,2
1164,1,13,2090,2,0,7,3,0
1165,1,67,20460,9,5,5,4,2
1166,2,17,8938,12,6,4,7,2
1167,2,5,9020,7,1,4,7,2
1168,2,26,16944,3,4,5,7,2
1169,2,63,16210,3,1,7,3,2
1170,2,27,1051,11,5,3,4,0
1171,1,41,11353,3,1,5,3,2
1172,1,13,10279,3,6,5,7,2
1173,1,45,15428,1,1,4,7,2
1174,2,48,4229,0,1,4,4,1
1175,1,56,2576,12,1,7,7,1
1176,1,58,26878,1,0,5,3,2
1177,2,17,23688,2,0,4,4,2
1178,1,86,18930,0,0,4,3,2
1179,2,95,18036,5,1,7,6,2
1180,2,89,5931,8,5,7,6,2
1181,2,92,1280,12,0,7,2,0
1182,2,77,18403,3,1,3,3,2
1183,1,7,21440,1,4,5,5,2
1184,1,26,15935,1,2,3,7,2
1185,1,17,8918,6,0,7,6,2
1186,1,68,10727,10,0,3,3,2
1187,1,43,13892,3,5,5,4,2
1188,2,47,23452,10,5,5,2,2
1189,1,94,2618,0,1,3,3,1
1190,2,92,22091,0,6,3,6,2
1191,1,72,1000,5,0,5,7,0
1192,1,58,4407,7,2,4,3,1
1193,1,27,13599,8,1,3,6,2
1194,1,6,14405,4,2,7,3,2
1195,1,7,3227,2,0,5,3,1
1196,2,53,1903,8,0,4,6,0
1197,2,26,13042,0,5,5,5,2
1198,1,75,3668,8,3,7,4,1
1199,1,37,8896,4,4,7,4,2
1200,2,93,20451,10,6,5,2,2
1201,2,49,6428,2,6,7,4,2
1202,1,20,2313,9,2,4,1,1
1203,1,93,15787,2,2,4,6,2
1204,1,56,13184,3,6,7,5,2
1205,1,61,6888,2,0,5,1,2
1206,2,55,19032,10,5,5,7,2
1207,2,92,16333,11,6,5,1,2
1208,2,23,6818,2,6,4,1,2
1209,2,57,6761,7,3,3,7,2
1210,2,9,13885,12,3,3,2,2
1211,2,0,827,4,3,7,7,0
1212,1,19,11428,2,6,4,5,2
1213,1,71,9174,5,6,7,7,2
1214,2,50,22801,6,0,7,2,2
1215,2,38,12062,2,1,4,6,2
1216,2,67,20163,5,2,4,3,2
1217,2,30,10450,6,0,7,7,2
1218,1,37,5941,7,5,3,3,2
1219,1,56,8450,10,1,3,2,2
1220,2,5,20850,11,5,5,5,2
1221,2,59,15229,5,1,3,2,2
1222,1,80,4913,3,3,7,1,1
1223,2,90,19217,8,6,4,4,2
1224,1,61,23741,9,3,7,3,2
1225,1,31,5913,9,1,7,3,1
1226,2,70,3396,2,2,7,7,1
1227,2,89,16923,8,2,4,3,2
1228,1,75,21496,11,0,5,7,2
1229,1,17,23913,10,5,3,4,2
1230,2,31,3996,8,0,5,3,1
1231,1,31,2906,3,4,3,4,1
1232,2,84,5941,7,4,5,4,2
1233,2,90,11956,3,6,4,7,2
1234,1,39,2900,7,6,4,2,1
1235,1,50,14169,0,2,5,1,2
1236,2,74,8389,5,1,7,1,2
1237,2,38,4933,7,5,3,2,1
1238,1,68,24636,1,5,7,4,2
1239,2,39,3356,11,3,4,2,1
1240,2,79,16815,11,1,4,3,2
1241,2,13,14318,5,3,7,3,2
1242,1,35,26814,8,1,4,7,2
1243,1,11,10649,8,1,4,4,2
1244,1,75,17949,12,0,3,2,2
1245,2,54,2959,5,0,7,2,1
1246,1,36,5387,9,6,5,4,1
1247,1,82,17812,0,6,7,2,2
1248,2,75,11736,12,2,5,4,2
1249,2,51,5126,5,5,5,1,1
1250,1,34,895,11,5,5,4,0
1251,1,58,6355,2,6,7,6,2
1252,1,80,15168,12,4,3,7,2
1253,1,28,22038,2,5,3,5,2
1254,2,9,17820,2,3,4,5,2
1255,1,8,4694,0,4,7,6,1
1256,1,17,2614,8,0,7,4,1
1257,2,92,23119,11,3,4,3,2
1258,2,25,10213,9,0,7,4,2
1259,1,94,13929,0,1,4,1,2
1260,1,59,2075,9,1,4,4,0
1261,1,94,15898,9,0,5,5,2
1262,1,59,26781,4,0,4,6,2
1263,1,58,14567,4,2,5,2,2
1264,2,18,9832,2,2,5,7,2
1265,2,12,2835,6,1,4,1,1
1266,1,1,5040,6,5,4,1,1
1267,2,27,14600,11,5,4,2,2
1268,1,10,9742,12,2,4,4,2
1269,2,67,1452,0,1,4,7,0
1270,1,61,23905,8,5,3,7,2
1271,1,16,11739,1,5,7,6,2
1272,2,27,25522,5,3,4,3,2
1273,1,6,596,2,6,3,4,0
1274,1,0,5035,7,1,5,5,1
1275,1,7,13447,1,2,3,5,2
1276,1,25,21891,11,4,3,1,2
1277,1,67,5850,8,6,7,1,1
1278,1,59,16159,4,2,4,5,2
1279,2,36,22414,11,6,3,7,2
1280,2,44,19569,5,0,3,3,2
1281,1,85,10887,1,3,4,3,2
1282,1,72,22179,12,1,5,6,2
1283,2,38,23600,10,4,5,7,2
1284,2,42,14279,10,4,7,1,2
1285,2,97,2155,5,2,7,3,0
1286,2,36,21019,7,3,4,5,2
1287,1,68,6480,7,0,7,2,2
1288,1,91,2068,0,6,7,5,0
1289,2,13,7072,7,3,3,5,2
1290,2,13,12745,7,4,3,3,2
1291,2,41,18552,10,6,4,5,2
1292,2,72,9622,5,6,7,3,2
1293,1,6,12257,0,3,5,3,2
1294,2,94,8254,3,1,4,4,2
1295,2,12,1776,8,5,3,5,0
1296,2,98,18390,7,6,4,3,2
1297,1,3,3253,10,2,3,3,1
1298,1,16,23066,8,6,3,5,2
1299,1,5,11622,12,5,4,5,2
1300,2,40,5960,7,4,7,5,2
1301,1,55,2462,11,5,4,6,1
1302,1,29,12532,2,3,5,5,2
1303,2,53,11811,11,2,7,4,2
1304,1,22,3404,12,2,3,7,1
1305,2,23,10124,11,6,5,3,2
1306,1,36,16764,4,0,7,5,2
1307,1,59,24234,2,6,3,6,2
1308,2,34,24069,11,0,5,3,2
1309,2,70,7560,11,2,4,3,2
1310,1,6,3583,2,1,4,4,1
1311,1,88,5127,4,4,7,1,1
1312,2,76,14075,0,3,4,6,2
1313,1,17,6350,6,2,7,3,2
1314,2,95,14131,12,0,4,4,2
1315,2,48,20988,10,5,7,2,2
1316,2,37,3308,9,0,7,6,1
1317,1,0,9111,11,4,5,1,2
1318,1,74,22872,2,2,4,1,2
1319,1,4,5036,8,4,5,2,1
1320,1,95,11034,4,0,4,6,2
1321,1,60,15264,2,0,4,5,2
1322,2,10,10914,6,0,4,6,2
1323,1,29,15478,9,3,5,4,2
1324,2,97,3760,3,2,3,6,1
1325,2,13,4057,10,0,5,6,1
1326,1,19,8430,12,1,5,1,2
1327,2,41,26240,11,3,4,6,2
1328,1,76,6290,1,3,7,1,2
1329,2,44,23723,0,1,4,1,2
1330,2,51,5298,7,4,4,5,1
1331,2,16,13890,10,4,7,3,2
1332,1,37,2241,3,0,4,6,1
1333,1,14,7648,4,5,3,7,2
1334,1,36,5515,6,1,5,2,1
1335,1,4,835,7,2,5,1,0
1336,2,47,3270,10,4,5,1,1
1337,1,0,7013,6,4,3,3,2
1338,1,49,17049,9,0,5,7,2
1339,2,37,5016,9,1,7,1,1
1340,2,75,9983,11,6,5,2,2
1341,1,44,12923,11,2,4,6,2
1342,2,69,7137,0,4,4,5,2
1343,1,16,5878,3,1,5,2,1
1344,2,16,21809,4,6,3,4,2
1345,1,10,16935,10,0,7,1,2
1346,2,5,20500,0,6,4,1,2
1347,1,23,3854,9,0,3,1,1
1348,2,47,10285,4,0,7,3,2
1349,1,67,18661,3,4,7,2,2
1350,1,38,21396,0,5,5,6,2
1351,1,18,6425,0,3,5,7,2
1352,1,94,865,9,5,4,6,0
1353,1,80,7619,12,5,7,4,2
1354,1,31,7661,8,4,3,6,2
1355,2,42,11262,4,1,7,7,2
1356,1,47,12995,1,1,3,7,2
1357,2,21,25775,11,6,3,6,2
1358,1,97,21710,2,5,3,6,2
1359,2,55,24541,1,0,3,3,2
1360,1,74,8171,4,0,3,5,2
1361,2,31,25329,10,3,5,1,2
1362,1,83,27038,12,6,7,4,2
1363,2,66,5874,7,3,3,2,1
1364,1,19,4043,4,6,3,5,1
1365,2,31,26315,9,1,4,2,2
1366,2,19,3925,4,4,5,6,1
1367,2,39,17595,12,2,7,5,2
1368,1,39,5994,3,3,7,1,2
1369,2,61,17900,5,4,3,2,2
1370,1,97,2095,8,6,5,4,0
1371,1,44,19465,7,2,3,5,2
1372,1,54,4522,10,2,5,4,1
1373,1,94,14087,6,6,5,7,2
1374,2,62,26311,0,2,7,7,2
1375,1,76,11329,7,0,3,6,2
1376,2,16,9463,5,4,5,2,2
1377,1,80,6206,3,1,4,5,2
1378,2,6,12925,2,3,7,1,2
1379,1,68,10084,11,0,7,1,2
1380,1,45,2782,7,4,5,7,1
1381,2,84,2814,10,6,7,1,1
1382,1,30,7271,9,3,4,5,2
1383,1,76,14845,8,0,4,1,2
1384,1,53,25954,3,2,3,7,2
1385,1,33,21321,5,3,7,6,2
1386,1,90,5614,4,5,5,7,1
1387,1,18,17778,6,3,3,7,2
1388,1,6,26690,6,1,3,4,2
1389,1,2,22377,2,4,3,6,2
1390,2,26,6541,4,1,5,3,2
1391,1,25,15763,10,5,3,2,2
1392,2,13,16697,10,1,4,5,2
1393,1,63,518,5,3,7,3,0
1394,2,91,14780,1,3,7,1,2
1395,2,62,15995,5,3,4,2,2
1396,2,57,24899,1,4,3,3,2
1397,1,37,23846,7,6,4,4,2
1398,1,45,3081,3,0,4,3,1
1399,2,21,12276,5,0,7,7,2
1400,1,69,12021,9,6,4,4,2
1401,1,49,2200,12,5,4,4,0
1402,2,25,18901,8,1,5,1,2
1403,1,12,814,0,6,4,4,0
1404,2,52,25073,2,4,7,2,2
1405,2,70,6285,4,3,7,6,2
1406,1,47,24906,8,5,3,3,2
1407,2,73,5428,12,3,7,4,1
1408,1,10,22764,2,4,4,1,2
1409,1,72,17485,0,0,7,7,2
1410,1,90,8852,11,3,3,7,2
1411,1,16,3019,11,4,7,4,1
1412,2,95,5931,11,1,4,6,2
1413,1,94,8702,10,4,4,5,2
1414,1,38,24588,4,1,5,4,2
1415,1,48,2922,0,1,5,2,1
1416,2,60,18234,8,1,3,5,2
1417,2,6,5576,10,3,3,1,1
1418,1,70,21129,3,3,7,6,2
1419,1,1,14022,10,3,7,4,2
1420,1,63,5219,2,5,3,2,1
1421,1,65,5022,12,5,3,4,1
1422,1,21,24620,11,2,3,7,2
1423,2,46,19005,4,2,3,4,2
1424,1,0,17631,5,6,4,4,2
1425,2,86,14257,3,5,7,4,2
1426,2,36,17663,2,3,5,1,2
1427,1,26,4268,5,5,3,7,1
1428,2,20,25834,7,5,4,5,2
1429,1,84,17124,5,5,5,7,2
1430,2,34,20626,0,6,3,7,2
1431,2,61,10167,5,1,3,4,2
1432,1,30,4313,2,3,7,4,1
1433,2,27,19992,8,3,3,1,2
1434,1,100,24163,12,2,5,3,2
1435,1,73,16814,4,6,7,1,2
1436,1,72,19066,7,4,7,1,2
1437,1,52,4857,9,1,5,3,1
1438,1,84,10997,3,6,4,6,2
1439,1,23,1977,2,3,4,2,0
1440,2,62,8731,4,5,3,3,2
1441,2,48,1619,6,6,3,4,0
1442,1,59,16922,9,0,4,6,2
1443,2,43,13354,8,4,4,5,2
1444,2,42,3514,2,6,4,1,1
1445,1,13,9077,1,4,5,3,2
